Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
BUCKLE MY SHOE NURSERY SCHOOL,TRIBECA NURSERY CENTER INC,230 WEST 13 STREET,MANHATTAN,10011,212-807-0518,4842,1/22/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,-74.001753,40.738371
BUCKLE MY SHOE NURSERY SCHOOL,TRIBECA NURSERY CENTER INC / TRIBECA NURSERY CENTERINC,40 WORTH STREET,MANHATTAN,10013,212-374-1489,5820 / 5849,7/15/2014 / 3/3/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,105,No,Private,-74.007022,40.717088
BUILDING BLOCKS DAY CARE CENTERLLC,BUILDING BLOCKS DAY CARE CENTERLLC,6810 20TH AVENUE,BROOKLYN,11204,718-331-2595,8164,5/20/2014,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-73.988076,40.614709
BUILDING BLOCKS PRESCHOOL,KREATIVE KARE DAY CARE CENTER INC,455-459 WILSON AVENUE,BROOKLYN,11221,718-443-1333,30158 / 29858,1/4/2015 / 12/31/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-73.912292,40.693277
BUILDING BRIDGES AT CONGREGATION MT SINAI,BUILDING BRIDGES LLC,250 CADMAN PLAZA WEST,BROOKLYN,11201,347-334-6474,51877,9/11/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.991833,40.696496
BUMBLEBEES PS1,BUMBLEBEES DAY CARE PS 1 INC,501 8TH STREET,BROOKLYN,11215,718-499-9800,35178,3/11/2015,  Permitted,2 YEARS - 5 YEARS,24,Yes,Private,-73.978646,40.666694
BUMBLEBEES-R-US,BUMBLEBEES-R-US INC,4301 10TH AVENUE,BROOKLYN,11219,718-438-7040,27117,11/13/2014,  Permitted,2 YEARS - 5 YEARS,30,Yes,ACS Contracted Preschools,-73.995109,40.642165
BUMBLEBEES-R-US / SUNNY SKIES PRE-SCHOOL  2,BUMBLEBEES-R-US INC / SUNNY SKIES DC CORP,969  43RD STREET,BROOKLYN,11219,718-438-7040,27118 / 7952,11/13/2014 / 11/18/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,65,Yes,ACS Contracted Preschools / Private,-73.995512,40.642715
BUMBLEBEES-R-US DAY CARE CENTER / BUMBLEBEES-R-US INC,BUMBLEBEES-R-US INC,2813 FARRAGUT ROAD,BROOKLYN,11210,718-434-2337,27077 / 27057,11/13/2014 / 11/13/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,108,Yes,Private,-73.949372,40.63642
BUMBLEBEES-R-US INFANTS / BUMBLEBEES-R-US PRESCHOOL,BUMBLEBEES-R-US INC I/T / BUMBLEBEES-R-US INC,2734 VICTORY BLVD,STATEN ISLAND,10314,718-494-4448,8097 / 8098,12/7/2015 / 12/7/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,58,No,Private,-74.152705,40.608696
BURATINO INTERNATIONAL DAY CARE,BURATINO INTERNATIONAL DAY CARE INC,2962 BRIGHTON 1ST STREET,BROOKLYN,11235,718-368-2113,6520,1/21/2016,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.966794,40.579113
BUSHWICK UNITED EARLY LEARN,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,331 CENTRAL AVENUE,BROOKLYN,11221,718-453-9040,5235,2/13/2016,  Permitted,2 YEARS - 5 YEARS,35,Yes,ACS Head Start,-73.919607,40.695223
BUSHWICK UNITED HEAD START,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,200 CENTRAL AVENUE,BROOKLYN,11221,718-453-5500,23599,9/29/2014,  Permitted,2 YEARS - 5 YEARS,130,No,ACS Contracted Preschools,-73.925956,40.698326
BUSHWICK UNITED HEAD START,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,600 HART STREET,BROOKLYN,11221,347-695-1562,23377,9/27/2014,  Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools,-73.928172,40.697344
BUSHWICK UNITED HEAD START,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION INC,741 FLUSHING AVENUE,BROOKLYN,11206,347-497-3676,23718,10/1/2014,  Permitted,2 YEARS - 5 YEARS,72,No,ACS Contracted Preschools,-73.943107,40.700815
BUSHWICK UNITED HEAD START,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,77 WILSON AVENUE,BROOKLYN,11237,718-821-2345,6200,9/13/2014,  Permitted,2 YEARS - 5 YEARS,72,No,ACS Head Start,-73.927691,40.702063
BUSHWICK UNITED HEAD START/DAY CARE 2,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,152 MANHATTAN AVENUE,BROOKLYN,11206,718-388-4298,8202,7/1/2014,  Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools,-73.944776,40.708082
BUSHWICK UNITED HS/ EARLY LEARN CENTER,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,136 STANHOPE STREET,BROOKLYN,11221,718-443-0134,7448,9/19/2015,  Permitted,2 YEARS - 5 YEARS,128,Yes,ACS Head Start,-73.922723,40.698043
BUSHWICK UNITED/JACKIE JOHNSON HEAD START,BUSHWICK UNITED HOUSING DEVELOPMENT FUND CORPORATION,178 LEONARD STREET,BROOKLYN,11206,347-296-8150,7923,9/23/2014,  Permitted,2 YEARS - 5 YEARS,39,No,ACS Head Start,-73.946692,40.71025
BUSY BEACH DAY CARE CENTER - P/S / BUSY BEACH DAY CARE CENTER I/T,BUSY BEACH DAY CARE CENTER INC,777 SEAVIEW AVENUE,STATEN ISLAND,10305,718-667-2861,5031 / 7667,11/6/2014 / 11/6/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,47,No,Private,-74.082786,40.583475
BUTTERCUP DAYCARE,BUTTERCUP DAYCARE INC,16 GLENMORE AVENUE,BROOKLYN,11212,347-378-2808,8268,3/21/2015,  Permitted,2 YEARS - 5 YEARS,19,No,Private,-73.910635,40.670849
BUTTERFLY,BUTTERFLY 1 INC,2770 EAST 16TH STREET,BROOKLYN,11235,718-646-6272,7896,7/22/2014,  Permitted,2 YEARS - 5 YEARS,47,No,Private,-73.952919,40.584128
BUTTERFLY DAY CARE,BUTTERFLY INC,2810 NOSTRAND AVENUE,BROOKLYN,11229,718-677-9343,6527,3/31/2016,  Permitted,2 YEARS - 5 YEARS,51,No,Private,-73.945077,40.615336
BWY INC,BWY INC,77-14 ROOSEVELT AVENUE,QUEENS,11372,718-205-4855,7939,10/8/2014,  Permitted,2 YEARS - 5 YEARS,155,No,Private,-73.888133,40.74694
CPC JACOB RIIS CHILD CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL INC,108 AVENUE D,MANHATTAN,10009,212-533-9138,6418 / 6408,7/1/2015 / 1/9/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,45,Yes,ACS Contracted Preschools,-73.975708,40.723347
CALVARY DAY CARE CENTER,JOHN PEATS PASTOR/THE CALVARY CHURCH OF THE NAZARENE,474 EAST 96 STREET,BROOKLYN,11212,718-495-9271,6066,7/28/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.916378,40.656202
CAMBRIA CENTER FOR THE GIFTED CHILD,CAMBRIA CENTER FOR THE GIFTED CHILD,233-10 LINDEN BOULEVARD,QUEENS,11411,718-341-1991,6688,12/20/2014,  Permitted,2 YEARS - 5 YEARS,12,No,Private,-73.728637,40.690804
CAMBRIA HEIGHTS CHRISTIAN ACADEMY,CAMBRIA HEIGHTS GOSPEL CHAPEL,220-12 LINDEN BOULEVARD,QUEENS,11411,718-712-7034,8287,4/13/2015,  Permitted,2 YEARS - 5 YEARS,82,No,Private,-73.739635,40.694786
CANARSIE CHILDHOOD CENTER,CANARSIE CHILDHOOD CENTER INC,611 EAST 76TH STREET,BROOKLYN,11236,718-241-9211,50357,8/15/2015,  Permitted,2 YEARS - 5 YEARS,120,No,Private,-73.918372,40.635931
CANARSIES LITTLE EINSTEINS,CANARSIES LITTLE EINSTEINS,8413 AVENUE K,BROOKLYN,11236,718-251-5000,23857,10/2/2014,  Permitted,2 YEARS - 5 YEARS,72,No,Private,-73.906458,40.634586
CANDY KIDS PRESCHOOL DCC LLC / CANDY KIDS DAY CARE CENTER,JANET LAWRENCE,3212 CHURCH AVENUE,BROOKLYN,11226,718-287-6200,7123 / 7127,8/3/2015 / 9/29/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,79,No,Private,-73.947202,40.650678
CARDINAL MC CLOSKEY DAY CARE CENTER SITE 2,CARDINAL MC CLOSKEY SCHOOL  HOME FOR CHILDREN,899 EAST 180 STREET,BRONX,10460,718-220-3355,4856,11/4/2014,  Permitted,2 YEARS - 5 YEARS,107,No,ACS Contracted Preschools,-73.881799,40.845021
CARDINAL SPELLMAN HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NEW YORK,137 EAST 2 STREET,MANHATTAN,10009,212-677-7766,2275,4/17/2014,  Permitted,2 YEARS - 5 YEARS,124,No,Head Start Direct Fed Funding,-73.986345,40.723001
CAREYS CHILD CARE CENTER,STEPS ELEMENTARY INC,432 EAST 92 STREET,BROOKLYN,11212,718-485-0111,7611,4/24/2014,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-73.92067,40.655614
CARRIE MASTRONARDI EARLY CHILDHOOD EDUCATION CENTER,THE GUILD FOR EXCEPTIONAL CHILDREN INC,1273 57 STREET,BROOKLYN,11219,718-435-2554,4357,9/21/2014,  Permitted,2 YEARS - 5 YEARS,264,Yes,Private,-73.996905,40.630818
CARRIG MONTESSORI SCHOOL,CARRIG MONTESSORI LLC,100 MASPETH AVENUE,BROOKLYN,11211,718-388-1040,8152,4/5/2014,  Permitted,2 YEARS - 5 YEARS,41,No,Private,-73.939359,40.715769
CASA MONTESSORI,CASA MONTESSORI LLC,119 UNION STREET,BROOKLYN,11231,347-889-7309,8563,11/17/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-74.003171,40.684559
CASTLE  DAY CARE  INFANT/TODDLER / CASTLE DAY CARE PRESCHOOL,CASTLE DAY CARE CENTER CORP,1141 CASTLETON AVENUE,STATEN ISLAND,10310,718-447-3140,6650 / 6649,5/17/2015 / 5/17/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,81,No,Private,-74.120446,40.634472
CASTLE DAY CARE II / CASTLE DAY CARE II  I/T,CASTLE DAY CARE II INC,211 CANAL STREET,STATEN ISLAND,10304,718-448-5439,7488 / 7480,10/25/2015 / 10/25/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,80,No,Private,-74.079916,40.625143
CASTLETON HILL MORAVIAN PRE-SCHOOL,CASTLETON HILL MORAVIAN PRE-SCHOOL,1657 VICTORY BOULEVARD,STATEN ISLAND,10314,718-442-5350,5125,10/20/2014,  Permitted,2 YEARS - 5 YEARS,87,No,Private,-74.119131,40.613732
CCLC  90 PARK,CHILDRENS CREATIVE LEARNING CENTER / CHILDRENS CREATIVE LEARNING CENTER INC,90 PARK AVENUE,MANHATTAN,10016,212-661-1021,11920 / 11919,2/3/2014 / 2/3/2014,  Expired-InRenewal /   Expired-InRenewal,0 YEARS - 5 YEARS,64,No,Private,-73.979373,40.750742
CCLC AT 4 NY PLAZA / CREATIVE,CHILDRENS CREATIVE LEARNING CENTERS INC / CHILDRENS CREATIVE LEARNING CENTERS,4  NEW YORK PLAZA,MANHATTAN,10004,212-513-7367,21879 / 21878,8/31/2014 / 8/31/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,52,Yes,Private,-74.010715,40.702717
CCNS/ST MARGARET MARY ECDC,CATHOLIC CHARITIES NEIGHBORHOOD INC,9-16 27 AVE,QUEENS,11102,718-721-8065,5647,2/14/2015,  Permitted,2 YEARS - 5 YEARS,90,No,ACS Head Start,-73.930654,40.773491
CCS MONTESSORI CENTER,YSL COMMUNITY CORP,165-27 BAISLEY BOULEVARD,QUEENS,11434,718-276-9538,7018,5/28/2014,  Permitted,2 YEARS - 5 YEARS,45,No,Private,-73.777953,40.67999
CENTER FOR PRESCHOOL AND FAMILY LEARNING HEAD START,NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC,529-531 WEST 155TH STREET,MANHATTAN,10032,212-926-8264,7909,9/9/2014,  Permitted,2 YEARS - 5 YEARS,120,No,ACS Head Start,-73.944629,40.832565
CENTER FOR PRESCHOOL AND FAMILY LEARNING HEAD START  2,NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC,521-527 WEST 155TH STREET,MANHATTAN,10032,212-926-8264,7910,9/10/2014,  Permitted,2 YEARS - 5 YEARS,71,No,ACS Head Start,-73.944299,40.832432
CENTER OF EXCELLENCE II QUEENS VILLAGE INC,CENTER OF EXCELLENCE QUEENS VILLAGE INC,96-11 SPRINGFIELD BLVD,QUEENS,11429,212-931-4724,8348,6/9/2015,  Permitted,0 YEARS - 2 YEARS,13,No,Private,-73.734888,40.718184
CENTER OF EXCELLENCE QUEENS VILLAGE INC,CENTER OF EXCELLENCE QUEENS VILLAGE INC,96-13 SPRINGFIELD BLVD,QUEENS,11429,718-464-3600,8347,6/7/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.734888,40.718184
CENTER OF EXCELLENCE SPRINGFIELD GARDENS PRESCHOOL / CENTER OF EXCELLENCE SPRINGFIELD GARDENS INC INFANT-TODDLER,CENTER OF EXCELLENCE SPRINGFIELD GARDENS INC,127-08 MERRICK BLVD,QUEENS,11434,718-276-8200,8344 / 8345,6/2/2015 / 6/2/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,160,No,Private,-73.765112,40.681045
CENTRAL QUEENS Y EARLY CHILDHOOD,CENTRAL QUEENS YMYWHA INC,67-09 108 STREET,QUEENS,11375,718-268-5011,4936,9/8/2014,  Permitted,2 YEARS - 5 YEARS,114,No,Private,-73.847086,40.728712
CENTRAL SYNAGOGUE MAY FAMILY NURSERY SCHOOL,CENTRAL SYNAGOGUE,123 EAST 55 STREET,MANHATTAN,10022,212-838-5122,2285,11/14/2014,  Permitted,2 YEARS - 5 YEARS,109,No,Private,-73.970537,40.760092
CHABAD EARLY LEARNING CENTER,CHABAD LUBAVITCH OF THE WEST SIDEINC,166 WEST 97 STREET,MANHATTAN,10025,212-864-5010,7023,1/18/2015,  Permitted,2 YEARS - 5 YEARS,170,No,Private,-73.968932,40.794119
CHABAD EARLY LEARNING CENTER,CHABAD OF NORTHEASTERN QUEENSINC,212-12 26 AVENUE,QUEENS,11360,718-279-1457,7075,2/23/2015,  Permitted,2 YEARS - 5 YEARS,83,No,Private,-73.777312,40.778013
CHABAD OF GRAMERCY PARK,CHABAD OF GRAMERCY PARK INC,40 WEST 22ND STREET,MANHATTAN,10010,212-366-5053,51957,9/13/2015,  Permitted,2 YEARS - 5 YEARS,52,No,Private,-73.992303,40.741586
CHABAD PRESCHOOL,CHABAD LOBAVITCH OF THE UPPER EAST SIDE,419 EAST 77 STREET,MANHATTAN,10075,212-717-4613,7608,6/7/2014,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.952776,40.770906
CHABAD PRESCHOOL  AT  BEEKMAN PLACE,UPPER MIDTOWN CHABAD LUBAVITCH INC,336 EAST 53RD STREET,MANHATTAN,10022,212-758-3770,8047,9/9/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,26,No,Private,-73.965805,40.755985
CHAI TOTS PRESCHOOL / CHAI TOTS PRESCHOOLTODDLERS,THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN INC,70 PROSPECT PARK WEST,BROOKLYN,11215,718-499-0836,7013 / 7884,4/18/2014 / 4/8/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,38,No,Private,-73.973913,40.668562
CHAI TOTS PRESCHOOL  OF WINDSOR TERRACE PRESCHOOL  / CHAI TOTS PRESCHOOL OF WINDSOR TERRACE TODDLER,RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYNINC / RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN INC/CHAI TOTS PRESCHOOL OF WINDSOR TERRACETODDLER,1266 PROSPECT AVENUE,BROOKLYN,11218,718-633-3979,7919 / 7918,9/9/2014 / 9/9/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,30,No,Private,-73.976303,40.652331
CHAI TOTS PRESCHOOL OF PROSPECT HEIGHTS  I/T / CHAI TOTS PRESCHOOL OF PROSPECT HEIGHTS  PRESCHOOL ,THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYNINC / THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN INC,852 CLASSON AVENUE,BROOKLYN,11238,718-399-3979,7806 / 7807,10/15/2015 / 10/15/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,22,No,Private,-73.961332,40.671876
CHALLENGE EARLY INTERVENTION CENTER,CONGREGATION ATERES MORDECHI,1911 RICHMOND AVENUE,STATEN ISLAND,10314,718-972-0880,7922,9/2/2014,  Permitted,2 YEARS - 5 YEARS,10,No,Private,-74.162592,40.601225
CHALLENGE EARLY INTERVENTION CENTER,CONGREGATION ATERES MORDECHAI,649 39TH STREET,BROOKLYN,11232,718-851-3300,7654,9/13/2015,  Permitted,2 YEARS - 5 YEARS,49,No,Private,-73.999876,40.649116
CHARISMA CHRISTIAN ACADEMY,CHARISMA CHRISTIAN ACADEMY,921 EAST 107 STREET,BROOKLYN,11236,718-272-0505,7178,12/21/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,26,No,Private,-73.892157,40.648147
CHARLES R DREW EARLY LEARNING,QUEENS COUNTY EDUCATORS FOR TOMORROWINC,109-45 207 STREET,QUEENS,11429,718-740-2400,4008,9/12/2015,  Permitted,2 YEARS - 5 YEARS,120,No,ACS Contracted Preschools,-73.750167,40.707898
CHARLES R DREW EARLY LEARNING CENTER  2 AT STARLIGHT,QUEENS COUNTY EDUCATORS FOR TOMORROW,165-15 ARCHER AVENUE,QUEENS,11433,718-523-7500,26238,10/24/2014,  Permitted,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,-73.793496,40.704461
CHARLES R DREW EARLY LEARNING CENTER AT COMMUNITY COLLEGE CHILD CARE CENTER,QUEENS COUNTY EDUCATOR FOR TOMORROW INC,2804-06 GLENWOOD ROAD,BROOKLYN,11210,718-740-2400,26758,11/1/2014,  Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,-73.949932,40.633907
CHELSEA DAY SCHOOL,CHELSEA DAY SCHOOL INC,319 5TH AVENUE,MANHATTAN,10016,212-675-8541,7814,10/11/2015,  Permitted,2 YEARS - 5 YEARS,120,No,Private,-73.985034,40.747111
CHELSEA PIERS I/T / CHELSEA PIERS PRE-SCHOOL,CHELSEA PIERSLP / CHELSEA PIERS LP,111A 11TH AVENUE,MANHATTAN,10011,212-336-6500,7552 / 7459,8/17/2013 / 8/22/2013,  Expired-InRenewal /   Expired-InRenewal,0 YEARS - 5 YEARS,62,Yes,Private,-74.008499,40.748299
CHERRY DAY CARE CENTER,CHERRY DAY CARE CENTER INC,43-43 BOWNE STREET,QUEENS,11355,718-445-5090,6843,12/17/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.818992,40.754685
CHICKPEAS CHILD CARE INC,CHICKPEAS CHILD CARE CENTER INC,451 7TH AVENUE,BROOKLYN,11215,718-788-6604,7663,11/13/2014,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.984703,40.662792
CHILD DEVELOPMENT CENTER AT KINGSBOROUGH COMMUNITY COLLEGE - I/T / THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH CC,THE CITY UNIVERSITY OF NEW YORK KINGSBOROUGH COMMUNITY COLLEGE / CITY UNIVERSITY OF NEW YORK KINGSBOROUGH COMMUNITY COLLEGE,1915 ORIENTAL BOULEVARD,BROOKLYN,11235,718-368-5439 / 718-368-5868,17357 / 3050,5/31/2014 / 8/30/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,40,No,Private,-73.935673,40.578884
CHILD DEVELOPMENT CENTER AT QUEENS COLLEGE,CHILD DEVELOPMENT CENTER AT QUEENS COLLEGE,65-30 KISSENA BOULEVARD,QUEENS,11367,718-997-5885,5192,8/2/2014,  Permitted,2 YEARS - 5 YEARS,40,Yes,Private,-73.816375,40.73595
CHILD DEVELOPMENT CENTER OF THE JEWISH BOARD OF FAMILY  CHILDRENS SERVICES,JEWISH BOARD OF FAMILY AND CHILDRENS SERVICES INC,34  West 139 Street,MANHATTAN,10037,212-690-7234,8180,9/9/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.936861,40.815448
CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,3450 DEKALB AVENUE,BRONX,10467,718-654-0563,5991,7/6/2014,  Permitted,2 YEARS - 5 YEARS,162,No,ACS Contracted Preschools,-73.880733,40.881511
CHILD DEVELOPMENT SUPPORT CORPORATION HEAD START,CHILD DEVELOPMENT SUPPORT CORPORATION INC,802 KENT AVENUE,BROOKLYN,11205,718-222-8203,7198,2/5/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,53,No,Head Start Direct Fed Funding,-73.960115,40.697153
CHILD PRODIGY LEARNING,CHILD PRODIGY LEARNING INC,1001 BROADWAY,BROOKLYN,11221,718-574-7558,7478,10/17/2015,  Permitted,2 YEARS - 5 YEARS,73,No,Private,-73.93336,40.69621
CHILD PRODIGY LEARNING CENTER II INC,CHILD PRODIGY LEARNING CENTER INC / CHILD PRODIGY LEARNING CENTER II INC,311 SARATOGA AVENUE,BROOKLYN,11233,718-485-5515,8226 / 8227,2/22/2015 / 9/4/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,29,No,Private / ACS Contracted Preschools,-73.916333,40.675169
CHILDREN AT PLAY EARLY INTERVENTION CENTER,CHILDREN AT PLAY EARLY INTERVENTION CENTERINC,40 MERRILL AVENUE,STATEN ISLAND,10314,718-370-7529,5967,12/28/2014,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-74.162036,40.609814
CHILDREN OF THE FUTURE DAY CARE INC  2,CHILDREN OF THE FUTURE DAY CARE INC 2,5711 FLATLANDS AVENUE,BROOKLYN,11234,718-676-6444,16437,5/15/2014,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-73.920974,40.630768
CHILDRENS AID SOCIETY - DREW HAMILTON DAYCARE,THE CHILDRENS AID SOCIETY,2672 FREDERICK DOUGLAS BLVD,MANHATTAN,10030,212-281-9555,6441,4/14/2014,  Permitted,2 YEARS - 5 YEARS,74,Yes,ACS Contracted Preschools,-73.942552,40.820838
CHILDRENS AID SOCIETY - TAFT DAY CARE CENTER,THE CHILDRENS AID SOCIETY,1724-26 MADISON AVENUE,MANHATTAN,10029,212-831-0556,6226,10/9/2015,  Permitted,2 YEARS - 5 YEARS,55,Yes,ACS Contracted Preschools,-73.946325,40.798491
CHILDRENS AID SOCIETY EAST HARLEM CENTER HEAD START,THE CHILDRENS AID SOCIETY,130 EAST 101 STREET,MANHATTAN,10029,212-348-2343,2159,6/18/2014,  Permitted,2 YEARS - 5 YEARS,28,Yes,ACS Head Start,-73.949356,40.789124
CHILDRENS ALL DAY PRE - NURSERY SCHOOL,CHILDRENS ALL DAY PRE-NURSERY,111 EAST 60TH STREET,MANHATTAN,10022,212-752-4566,4748,4/21/2014,  Permitted,0 YEARS - 2 YEARS,21,No,Private,-73.968671,40.763443
CHILDRENS ALL DAY SCHOOL,CHILDRENS ALL DAY SCHOOL,109 EAST 60 STREET,MANHATTAN,10022,212-752-4566,4270,10/13/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,-73.968738,40.763465
CHILDRENS ARK DAY CARE CENTER INC,CHILDRENS ARK DAY CARE CENTER INC,9130 AVENUE L,BROOKLYN,11236,718-513-3876,7070,12/30/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.898837,40.6361
CHILDRENS BIG APPLE,CHILDRENS BIG APPLE,37-03 94 STREET,QUEENS,11372,718-565-5311,4952,5/2/2015,  Permitted,2 YEARS - 5 YEARS,90,No,Private,-73.87269,40.75073
CHILDRENS BIG APPLE EARLY CHILDHOOD CTRINC,CHILDRENS BIG APPLE EARLY CHILDHOOD CENTER INC,41-26 CASE STREET,QUEENS,11373,718-651-6919,6957,1/18/2016,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.873657,40.746702
CHILDRENS CENTER OF JOHN JAY COLLEGE,CHILDRENS CENTER OF JOHN JAY COLLEGE,860 11TH AVENUE,MANHATTAN,10019,212-237-8310,47618 / 47619,7/11/2015 / 7/11/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,62,No,Private,-73.989718,40.770879
CHILDRENS CORNER,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,565 LIVONIA AVENUE,BROOKLYN,11207,718-346-3470,8059,8/17/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,188,Yes,ACS Contracted Preschools,-73.896265,40.664669
CHILDRENS CORNER,CHILDRENS CORNER OF BROOKLYN LTD,69 STRATFORD ROAD,BROOKLYN,11218,718-287-9611,4850,5/12/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.969218,40.647273
CHILDRENS CORNER LEARNING CENTER,CENTER MANAGEMENT ASSOCIATES INC,1200 WATERS PLACE,BRONX,10461,718-239-1062,7496 / 7497,10/20/2015 / 10/25/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,113,No,Private,-73.836858,40.852863
CHILDRENS GROWING PLACE,CENTER FOR THE ELIMINATION OF VIOLENCE IN THE FAMILY,362 51 Street,BROOKLYN,11220,718-439-4612,5571,10/19/2014,  Permitted,2 YEARS - 5 YEARS,15,No,ACS Contracted Preschools,-74.01389,40.646063
CHILDRENS HARBOR MONTESSORI SCHOOL,CHILDRENS HARBOR MONTESSORI SCHOOL,1000 RICHMOND TERRACE,STATEN ISLAND,10301,718-442-6112,51778,9/10/2015,  Permitted,2 YEARS - 5 YEARS,80,No,Corporate,-74.103184,40.642159
CHILDRENS HERMESHE WORKSHOP,CHILDRENS HEIMESHE WORKSHOP INC,1454 OCEAN PARKWAY,BROOKLYN,11230,718-339-0755,54678,12/2/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.969004,40.613212
CHILDRENS KINGDOM INC,CHILDRENS KINGDOM INC,3321 AVENUE I,BROOKLYN,11210,718-677-1315,7489,10/6/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.943651,40.629738
CHILDRENS KINGDOM INC,CHILDRENS KINGDOM INC - / CHILDRENS KINGDOM INC,3315 AVENUE I,BROOKLYN,11210,718-677-1315,6715 / 6713,10/7/2015 / 12/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,55,No,Private,-73.943789,40.629716
CHILDRENS KINGDOM INC / CHILDRENS KINGDOM INC -  I/T,CHILDRENS KINGDOM INC,3317 AVENUE I,BROOKLYN,11210,718-677-1315,7672 / 7629,6/7/2015 / 6/9/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,22,No,Private,-73.943789,40.629716
CHILDRENS KINGDOM INC 3,CHILDRENS KINGDOM INC,3319 AVENUE I,BROOKLYN,11210,718-677-1315,7211,3/6/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private,-73.943722,40.629734
CHILDRENS LEARNING CENTER,LEAKE AND WATTS SERVICES INC,310 WEST 103 STREET,MANHATTAN,10025,212-678-9555,8247,1/3/2015,  Permitted,2 YEARS - 5 YEARS,45,No,Private,-73.970804,40.799813
