"CO-OP CITY N A A C P DAY CARE CENTER","100 ERSKINE PLACE",10475,718-671-8519,Permitted
"COBBLE HILL PLAYSCHOOL, INC.","653 HICKS STREET",11231,718-243-0440,Permitted
"COLIN NEWELL EARLY CHILDHOOD DEVELOPMENT CENTER(HEAD START)","161-06 89 AVENUE",11432,718-523-1888,Permitted
"COLONIAL CHURCH NURSERY SCHOOL","54-02 217 STREET",11364,718-224-3899,Permitted
"COLONY-SOUTH BROOKLYN HOUSES, INC.","222 GRAHAM AVENUE",11206,718-387-9482,Permitted
"COLUMBIA GREENHOUSE NURSERY SCHOOL","404 WEST 116 STREET",10027,212-666-4796,"Expired-In Renewal"
"COLUMBIA GREENHOUSE NURSERY SCHOOL","424 WEST 116 STREET",10027,212-666-4796,"Expired-In Renewal"
"COLUMBIA UNIVERSITY HEADSTART","4467 BROADWAY",10040,212-923-5237,Permitted
"COLUMBUS PRE-SCHOOL","606 COLUMBUS AVENUE",10024,212-721-0090,Permitted
"COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT","193-25 JAMAICA AVENUE",11423,718-264-6572,Permitted
"COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT HEAD START","117-21 SUTPHIN BOULEVARD",11436,718-848-0276,Permitted
"COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT HEAD START","193-04 JAMAICA AVENUE",11423,718-464-2422,Permitted
"COMMUNITY &amp; FAMILY HEAD START","41-05 BEACH CHANNEL DRIVE",11691,718-471-7970,Permitted
"COMMUNITY CHURCH OF DOUGLASTON NURSERY SCH","39-50 DOUGLASTON PARKWAY",11363,718-767-1961,Permitted
"COMMUNITY HOUSE NURSERY AND KINDERGARTEN","15 BORAGE PLACE",11375,718-268-0490,Permitted
"COMMUNITY LIFE CENTER  INC. ARTHUR EUGENE &amp; THELMA  ADAIR  HEAD START","221 EAST 122 STREET",10035,212-427-6800,"Expired-In Renewal"
"COMMUNITY LIFE CENTER MT. MORRIS HEAD START","15 MOUNT MORRIS PARK WEST",10027,212-427-1077,"Expired-In Renewal"
"COMMUNITY NURSERY SCHOOL AT THE CHURCH ON THE HILL","167-07 35 AVENUE",11358,718-539-0732,Permitted
"COMMUNITY PARENTS HEAD START","90 CHAUNCEY STREET",11233,718-771-4002,Permitted
"COMMUNITY RESOURCES PRE-SCHOOL","3651 RICHMOND ROAD",10306,718-351-6416,Permitted
COMPREHENSIVE,"101 NORFOLK STREET",10002,917-414-2344,Permitted
"COMPREHENSIVE KIDS DEVELOPMENTAL SCHOOL","383-387 GRAND STREET",10002,212-539-0259,Permitted
"CONCERNED PARENTS OF JAMAICA EARLY LEARNING CENTER","143-04 101 AVENUE",11435,718-658-4091,Permitted
"CONCOURSE HOUSE DAY CARE CENTER","2751 GRAND CONCOURSE",10468,718-584-4400,Permitted
"CONEY ISLAND CHILD CARE CENTER","2757 WEST 33RD STREET",11224,718-942-4494,Permitted
"CONEY ISLAND DAY CARE","1001 NEWKIRK AVENUE",11230,347-915-0831,Permitted
"CONGREGATION B&#39;NAI ISRAEL ACADEMY PRESCHOOL","45 TWOMBLY AVENUE",10306,718-987-6200,Permitted
"CONGREGATION BETH ELOHIM  ECC","274 GARFIELD PLACE",11215,718-499-6208,Permitted
"CONGREGATION BNEI YONASAN","1362 46TH STREET",11219,718-438-1825,Permitted
"CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC","432 WEST 20 STREET",10011,212-929-0839,"Expired-In Renewal"
"CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC.","432 WEST 20TH STREET",10011,212-929-0839,"Expired-In Renewal"
"CONGREGATION OHEL YITZCHOK","137-56 70 AVENUE",11367,718-261-7037,Permitted
"COOPER PARK CHILD CARE CENTER","292 FROST STREET",11222,718-389-5959,Permitted
"CORNERSTONE DAY CARE CENTER","289 LEWIS AVENUE",11221,718-574-8300,Permitted
"CORTELYOU  EARLY CHILDHOOD CENTER, INC.","2739  BEDFORD AVENUE",11210,718-421-9581,Permitted
"CORTELYOU EARLY CHILDHOOD CENTER INC.","386 MARLBOROUGH ROAD",11226,718-856-2880,Permitted
"CORTELYOU EARLY CHILDHOOD CENTER, INC.","1110 CORTELYOU ROAD",11218,718-282-6077,Permitted
"COSMOKIDZ  INFANTS","71-33 162 STREET",11365,718-380-5439,Permitted
"COSMOKIDZ PRE-SCHOOL","71-33 162 STREET",11365,718-380-5439,Permitted
"COZY CRIB","6808 11 AVENUE",11219,718-833-3750,"Expired-In Renewal"
"CPC JACOB RIIS CHILD CARE CENTER","108 AVENUE D",10009,212-533-9138,Permitted
"CPC JACOB RIIS CHILD CARE CENTER","90 AVENUE D",10009,212-533-9138,Permitted
"CRAVATH CHILDREN&#39;S CENTER  I/T","825 8 AVENUE",10019,212-474-4445,Permitted
"CRAVATH CHILDREN&#39;S CENTER PRESCHOOL","825 8 AVENUE",10019,212-474-4445,Permitted
"CRAYON BOX PRESCHOOL","44-10 192 STREET",11358,718-888-9341,Permitted
CREATIVE,"4  NEW YORK PLAZA",10004,212-513-7367,Permitted
"CREATIVE ACADEMY","228 BUSHWICK AVENUE",11206,347-689-2222,Permitted
"CREATIVE ACADEMY OF NY INFANT/TODDLER","228 BUSHWICK AVENUE",11206,347-689-2222,Permitted
"CREATIVE DISCOVERY PRE-SCHOOL","64-01 102 STREET",11374,718-897-5148,Permitted
"CREATIVE KIDS ACADEMY DAY CARE","917 EAST 82ND STREET",11236,347-608-0856,Permitted
"CREATIVE MINDS CENTER,INC.","1032 RUTLAND ROAD",11212,718-604-8486,Permitted
"CREATIVE MINDS PRESCHOOL","755 EASTERN PARKWAY",11213,718-576-6484,Permitted
"CREATIVE YEARS DAY CARE CENTER","138-72 FRANCIS LEWIS BOULEVARD",11422,718-341-6288,Permitted
"CROSS ISLAND YMCA","238-10 HILLSIDE AVENUE",11427,718-551-9313,Permitted
"CYPRESS HILLS CHILD CARE CENTER","108 PINE STREET",11208,718-647-5005,Permitted
"D&#39;LITTLE STAR EDUCATION &amp; ACTIVITY CENTER","111-08  SUTPHIN BLVD.",11435,718-297-9779,Permitted
"DANIELLE &#39;S EDUCATING FOR THE FUTURE","144 EAST 56TH  STREET",11203,718-345-8778,Permitted
"DAWNING  VILLAGE TOO","2211 FIRST AVENUE",10029,212-534-3999,"Expired-In Renewal"
"DAWNING VILLAGE, INC.","2090 1 AVENUE",10029,212-369-5313,Permitted
"DAY SCHOOL AT CHRIST &amp; SAINT STEPHEN&#39;S CHURCH","122 WEST 69TH STREET",10023,212-787-2755,Permitted
"DAYTON TOWERS WEST PLAYGROUP","105-00 SHORE FRONT PARKWAY",11694,718-474-8274,Permitted
"DCAIB CENTER","140-17 243 STREET",11422,718-528-3000,Permitted
"DEWITT REFORMED CHURCH HEAD START","123 RIDGE STREET",10002,212-505-8050,Permitted
"DEWITT REFORMED CHURCH HEAD START","280 RIVINGTON STREET",10002,212-254-3070,Permitted
"DIKI DAY CARE","30-81 STEINWAY STREET",11103,718-278-1570,Permitted
"DIKI DISCOVERY CENTER","30-16 37TH STREET",11103,718-000-0000,Permitted
"DIKI DISCOVERY CENTER","30-16 37TH STREET",11103,718-278-7500,Permitted
"DIKI&#39;S DAY CARE CENTER, INC.","31-24 38 STREET",11103,718-278-0304,"Expired-In Renewal"
DIWANTIE,"758 EAST 222 STREET",10467,347-899-8576,Permitted
"DOLLY &amp; FRANK RUSSO SR. FIRST STEP EARLY CHILDHOOD CENTER","118-03 101 AVENUE",11419,718-805-7117,Permitted
"DOLLY/FRANK RUSSO/FIRST STEP","118-01 101 AVENUE",11419,718-805-7117,Permitted
"DOMINICAN SISTERS FAMILY HEALTH  SERVICES, INC.","454 EAST 148 STREET",10455,718-993-8963,Permitted
"DOMINICAN SISTERS FAMILY HEALTH SERVICES, INC.","454 EAST 148 STREET",10455,718-993-8963,Permitted
"DOROTHY DAY HEAD START","583 RIVERSIDE DRIVE",10031,212-862-7155,Permitted
"DOWNING STREET PLAYGROUP","32 CARMINE STREET",10014,212-924-2557,Permitted
"DOWNTOWN  LITTLE  SCHOOL","15 DUTCH STREET",10038,212-791-1300,Permitted
"DR C.R. JOHNSON CHRISTIAN DAY CARE","600 LAFAYETTE AVENUE",11216,718-732-1531,"Expired-In Renewal"
"DR. KATHARINE DODGE BROWNELL SCHOOL","450 CASTLE HILL AVENUE",10473,718-430-7938,Permitted
"DREAMLAND DAY CARE CENTER","1379 WEST 7TH STREET",11204,718-232-8155,Permitted
"DUFFIELD CHILDREN&#39;S CENTER","101 FLEET PLACE",11201,718-522-5296,Permitted
"DUFFIELD CHILDREN&#39;S CENTER HEAD START PROGRAM","101 FLEET PLACE",11201,718-522-5296,Permitted
"DWIGHT EARLY CHILDHOOD DIVISION","140  RIVERSIDE BLVD",10069,212-362-2350,Permitted
"EARLY CHILDHOOD LEARNING CENTER PROGRAMS","31-10 THOMSON AVENUE",11101,718-482-5295,Permitted
"EARLY LIFE","110 WEST 146TH STREET",10039,646-478-7949,Permitted
"EARLY LIFE","1175 GATES AVENUE",11221,212-870-1100,Permitted
"EARLY LIFE","151-157 WEST 136TH STREET",10030,212-933-1815,Permitted
"EARLY LIFE","200 WEST TREMONT AVENUE",10453,917-962-4344,Permitted
"EARLY LIFE","2125 WATSON AVENUE",10472,718-943-0580,Permitted
"EARLY LIFE","218 WEST 147TH STREET",10039,646-360-4093,Permitted
"EARLY LIFE","265 MARCUS GARVEY BLVD.",11221,347-689-8303,Permitted
"EARLY LIFE","510-516 WEST 145TH STREET",10031,646-449-0814,Permitted
"EARLY LIFE","80 EAST 181ST STREET",10453,718-365-6247,Permitted
"EARLY LIFE","888 WESTCHESTER AVENUE",10459,718-450-3556,Permitted
"EARLY SUNRISE PRESCHOOL AND KINDERGARTEN","187-08 HILLSIDE AVENUE",11432,718-736-9064,Permitted
"EARLY SUNRISE PRESCHOOL&amp;KINDERGARTEN,INC.","187-10 HILLSIDE AVENUE",11432,718-736-9064,Permitted
"EAST BRONX DAY CARE","1113 COLGATE AVENUE",10472,718-617-2900,Permitted
"EAST CALVARY DAY CARE CENTER INC.","1 WEST 112 STREET",10026,212-534-5249,Permitted
"EAST CHELSEA CHILDRENS WORKSHOP","17 EAST 16 STREET",10003,212-691-8964,Permitted
"EAST HARLEM BILINGUAL   HEAD START","440 EAST 116 STREET",10029,212-427-9010,Permitted
"EAST HARLEM BLOCK  NURSERY #2","2112 MADISON AVENUE",10037,212-234-3333,Permitted
"EAST HARLEM BLOCK NURSERY #1","215 EAST 106 STREET",10029,212-427-2571,Permitted
"EAST HARLEM BLOCK NURSERY/GRANT DAY CARE CENTER","1299 AMSTERDAM AVENUE",10027,212-666-6000,Permitted
"EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.BILINGUAL HEAD START","30 EAST 111 STREET",10029,212-860-7201,Permitted
"EAST MIDWOOD HEBREW DAY SCHOOL","1256 EAST 21 STREET",11210,718-253-1555,Permitted
"EAST RIVER CHILD DEVELOPMENT CENTER","570 GRAND STREET",10002,212-254-7301,"Expired-In Renewal"
"EAST RIVER CHILD DEVELOPMENT CENTER","577 GRAND STREET",10002,212-254-7300,Permitted
"EAST SIDE HOUSE SETTLEMENT HEAD START/DAY CARE","201 ST. ANN&#39;S AVENUE",10454,718-993-4854,Permitted
"EAST SIDE HOUSE SETTLEMENT HEAD START/DAY CARE","375 EAST 143RD STREET",10454,718-292-5335,Permitted
"EAST SIDE SETTLEMENT HOUSE HEAD START/ DAY CARE","414 MORRIS AVENUE",10451,718-401-4242,Permitted
"EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER","1811 CROTONA AVENUE",10457,718-731-4166,Permitted
"EAST TREMONT HEAD START ALUMNI DCC, INC./ PAUL T. MATSON HEAD START SITE I I I","2431 MORRIS AVENUE",10468,718-563-5139,Permitted
"EAST VILLAGE CHILD CARE CENTER","297 EAST 10 STREET",10009,212-982-8701,Permitted
"EASTER SEALS CHILD DEVELOPMENT CENTER","2433 EAST TREMONT AVENUE",10461,718-409-4227,Permitted
"ECDO  CHILDSTART CENTER","249 WEST 144TH STREET",10030,212-234-8135,Permitted
"EDEN CHRISTIAN ACADEMY &amp; EARLY CHILDHOOD CENTER","1509 MORRIS AVENUE",10457,718-684-2962,"Expired-In Renewal"
"EDUCATIONAL ALLIANCE  HEAD START","333 EAST 4 STREET",10009,212-254-2614,Permitted
"EDWARDS L. CLEAVELAND DAY CARE CENTER","1185 PARK PLACE",11213,718-778-6559,Permitted
"EFFIE B&#39;S EARLY CHILDHOOD DEVELOPMENT CENTER","1173 EASTERN PARKWAY",11213,718-735-5500,Permitted
"EFFIE B&#39;S EARLY CHILDHOOD DEVELOPMENT CENTER, PRESCHOOL","1173 EASTERN PARKWAY",11213,718-735-5500,Permitted
"EL SHADDAI INTERNATIONAL","1475 HAMMERSLEY AVENUE",10469,718-515-5004,Permitted
"ELADIA&#39;S  KIDS","266 FLATBUSH AVENUE",11217,718-230-7560,Permitted
"ELADIA&#39;S KIDS","147 5TH AVENUE",11217,718-622-3316,Permitted
"ELADIA&#39;S KIDS","175 VANDERBILT AVENUE",11205,718-230-7560,Permitted
"ELADIA&#39;S KIDS","175 VANDERBILT AVENUE",11205,718-522-6361,Permitted
"ELADIA&#39;S KIDS","266 FLATBUSH AVENUE",11217,718-230-7560,Permitted
"ELADIA&#39;S KIDS PRESCHOOL","147 5TH AVENUE",11217,718-633-3316,Permitted
"ELF DAY CARE CENTER","550 OCEAN PARKWAY",11218,718-871-4301,Permitted
"ELF SERVICES DAY CARE CENTER","550 OCEAN PARKWAY",11218,718-871-4301,Permitted
"ELISHAMA CHILDREN&#39;S PREP SCHOOL","206-18 HOLLIS AVENUE",11429,718-468-8744,Permitted
"ELITE DAY CARE LEARNING CENTER","4239 RICHMOND AVENUE",10312,718-608-1833,Permitted
"ELITE DAY CARE LEARNING CENTER","990 HYLAN BLVD",10305,718-448-5075,Permitted
"ELIZABETH SETON PRE-SCHOOL","245 EAST 92ND  STREET",10128,212-369-9626,Permitted
"ELLA BAKER / CHARLES ROMAIN CHILD DEVELOPMENT CENTER","1150 CARROLL STREET",11225,718-270-6017,"Expired-In Renewal"
"EMMANUEL DAY CARE CENTER KINDERGARTEN","279 LAFAYETTE AVENUE",11238,718-622-1233,Permitted
"EPIPHANY COMMUNITY NURSERY SCHOOL","510 EAST 74TH STREET",10021,212-737-2977,Permitted
"EPISCOPAL SOCAL SERVICES EARLY HEADSTART","500 BERGEN AVENUE",10455,718-401-5192,Permitted
"EPISCOPAL SOCIAL SERVICE THERAPEUTIC NURSERY SCHOOL","2289 5TH AVENUE",10037,212-283-3100,Permitted
"EPISCOPAL SOCIAL SERVICES EARLY HEAD START","500 BERGEN AVENUE",10455,718-401-5192,Permitted
"EPISCOPAL SOCIAL SERVICES/LENOX AVENUE","669 LENOX AVENUE",10037,212-491-8501,Permitted
"ESCALERA HEAD START","169 WEST 87TH STREET",10024,212-799-2440,Permitted
"ESCUELA HISPANA  MONTESSORI","180 SUFFOLK STREET",10002,212-982-6650,Permitted
"ESCUELA HISPANA MONTESSORI HEAD START","185 AVENUE D",10009,212-982-6651,Permitted
"ESS WILLIAMSBURG EARLY CHILDHOOD DEVELOPMENT CENTER","110 TAYLOR STREET",11249,347-943-7682,Permitted
"ESTHER  ASHKENAS CENTRAL PARK EARLY LEARNING CENTER","15 WEST 65TH STREET",10023,212-787-5400,Permitted
"EUREKA NURSERY &amp; DAY CARE","2502 CLARENDON ROAD",11226,718-284-2155,Permitted
"EXCEL  PRESCHOOL INFANT/TODDLER PROGRAM","2144 RICHMOND AVENUE",10314,718-370-3784,Permitted
"EXCEL PRESCHOOL","2144 RICHMOND AVENUE",10314,718-370-3784,Permitted
"F.V.M. BETHEL DAY CARE (I/T)","1120 FLATBUSH AVENUE",11226,718-824-1809,Permitted
"F.V.M. BETHEL DAY CARE (P.S.)","1120 FLATBUSH AVENUE",11226,718-284-1809,Permitted
"FACES OF THE FUTURE DAY CARE CENTER, LLC","5302 CLARENDON RD",11203,718-451-9474,Permitted
"FACES OF THE FUTURE EARLY LEARNING CENTER, LLC.","1080 UTICA AVENUE",11203,646-409-8030,Permitted
"FAITH CHRISTIAN ACADEMY","1137 EAST 223 STREET",10466,718-881-1085,Permitted
"FALU  FOUNDATION","333 EAST 118 STREET",10035,212-828-6699,Permitted
"FAMILY  SCHOOL  WEST","308 WEST 46 STREET",10036,212-582-1240,Permitted
"FAMILY CENTER AT BROOKLYN FRIENDS","189 SCHERMERHORN STREET",11201,718-852-1029,Permitted
"FAMILY HEAD START","293 NEPTUNE AVENUE",11235,718-332-8524,Permitted
"FAMILY HEAD START","3017 GLENWOOD ROAD",11210,718-859-7720,Permitted
"FAMILY HEAD START/ EARLY LEARN","8885 26 AVENUE",11214,718-258-7767,Permitted
"FANTASIA DAY CARE CENTER","2743 OCEAN AVENUE",11229,718-646-6738,Permitted
"FARBER-BRUCH EARLY CHILDHOOD CENTER","7802 BAY PARKWAY",11214,718-943-6333,Permitted
"FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS","26 FEDERAL PLAZA",10007,212-264-4277,Permitted
"FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS","26 FEDERAL PLAZA",10007,212-264-4277,Permitted
"FIAF A PETIS PAS PRESCHOOL","22 EAST 60TH STREET",10022,212-355-6100,Permitted
"FINGER PAINTED HANDS PRESCHOOL","126 WEST 83RD STREET",10024,212-595-5200,Permitted
"FIRST  PRESBYTERIAN CHURCH","41-54 MURRAY STREET",11355,718-359-3993,Permitted
"FIRST CHOICE ACADEMY DAY CARE, INC.","192 EAST 58TH STREET",11203,718-451-3565,Permitted
"FIRST FRIENDS PRE-SCHOOL","245 WEST 74 STREET",10023,212-769-1088,Permitted
"FIRST IMPRESSIONS NURSERY SCHOOL","2513 BEDFORD AVENUE",11226,718-469-9792,"Expired-In Renewal"
"FIRST IMPRESSIONS NURSERY SCHOOL","776 ROGERS AVENUE",11226,718-462-5009,"Expired-In Renewal"
"FIRST PRESBYTERIAN CHURCH NURSERY SCHOOL","12 WEST 12 STREET",10011,212-691-3432,Permitted
"FIRST STAR DAY CARE LEARNING CENTER - INFANT/TODDLER","145-88 GUY R BREWER BOULEVARD",11434,718-528-3363,Permitted
"FIRST STEPPING STONES","4017 CHURCH AVENUE",11203,347-309-9493,Permitted
"FIRST STEPS AT CLINTON","19 CLINTON STREET",10002,212-792-5770,"Expired-In Renewal"
"FIRST STEPS AT CLINTON","19 CLINTON STREET",10002,212-792-5770,Permitted
"FIRST STEPS DAY CARE CENTER","15 EAST CLARKE PLACE",10452,347-591-3711,Permitted
"FIRSTSTEPNYC@PS/IS 41","411 THATFORD STREET",11212,347-758-0433,Permitted
"FIRSTSTEPNYC@PS41FRANCIS WHITE","411 THATFORD AVENUE",11212,718-485-0295,Permitted
"FIVE STAR DAY CARE CENTER","3261 3 AVENUE",10456,718-292-4774,Permitted
"FLUSHING YMCA EARLY CHILDHOOD PROGRAM","138-46 NORTHERN BOULEVARD",11354,718-551-9356,Permitted
"FOOTSTEPS CHILDCARE INC.","1125 BROADWAY",11221,718-443-0236,Permitted
"FOOTSTEPS CHILDCARE INC.","1125 BROADWAY",11221,718-443-0236,Permitted
"FOR KIDS ONLY  DAY CARE","902 MORRIS PARK AVENUE",10462,718-823-8345,Permitted
"FOR KIDS ONLY DAY CARE","900 MORRIS PARK AVENUE",10462,718-823-8345,Permitted
"FOR KIDS ONLY DAY CARE","902 MORRIS PARK AVENUE",10462,718-823-8345,Permitted
"FOR KIDS ONLY DAY CARE","904 MORRIS PARK AVENUE",10462,718-823-8345,Permitted
"FOREST HILLS JEWISH CENTER NURSERY SCHOOL AND KINDERGARTEN","106-06 QUEENS BOULEVARD",11375,718-263-7000,Permitted
"FOREST HILLS MONTESSORI","67-04 AUSTIN STREET",11375,718-275-0173,Permitted
"FOREST HILLS NURSERY AND KINDERGARTEN","108-56 69 AVENUE",11375,718-544-3692,Permitted
"FOREST HILLS WEST SCHOOL","63-25 DRY HARBOR ROAD",11379,718-639-9750,Permitted
"FOREVER YOUNG DAY CARE, INC.","4503 AVENUE D",11203,718-451-5050,Permitted
"FORT GREENE CHILDREN &amp; FAMILY SERVICES EARLY HEAD START","44-60 ROCKWELL PLACE",11217,347-505-5500,Permitted
"FORT GREENE CHILDREN&#39;S &amp; FAMILY SERVICES HEAD START","44-60 ROCKWELL PLACE",11217,347-505-5500,Permitted
"FRANCIS CHILD CARE FACILITY","38-03 FRANCIS LEWIS BLVD.",11358,718-229-5357,Permitted
"FRANCIS GRACE DAYCARE","130-20 MERRICK BOULEVARD",11434,718-977-1853,Permitted
"FRIENDS AND FAMILY DAY CARE","1677 LEXINGTON AVENUE",10029,212-534-7160,Permitted
"FRIENDS AND FAMILY DAY CARE","1677 LEXINGTON AVENUE",10029,212-534-7160,Permitted
"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS","3732 10TH AVENUE",10034,212-567-5655,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","1491 BEDFORD AVENUE",11216,929-234-2821,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","20 SUTTER AVENUE",11212,718-773-3041,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","370 NEW LOTS AVENUE",11207,718-342-3700,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","813 STERLING PLACE",11216,718-773-7733,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","851 LIBERTY AVENUE",11208,929-234-2955,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","921 HEGEMAN AVENUE",11208,929-234-2866,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","995 CARROLL STREET",11225,929-234-5010,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER","995 CARROLL STREET",11225,929-234-5010,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  #6","49 AVENUE W",11223,718-372-8189,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2","671 PROSPECT PLACE",11216,718-638-8686,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2","671-675 PROSPECT PLACE",11216,718-638-8686,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #4 INFANT/TODDLER","141 EAST 40TH STREET",11203,718-284-2184,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #4 PRESCHOOL","141 EAST 40TH STREET",11203,718-284-2184,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, NO. 5","1886 NOSTRAND AVENUE",11226,718-284-9194,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS","1435 PROSPECT PLACE",11213,718-778-1498,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS","2505 PITKIN AVENUE",11208,929-234-2850,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS","668 LOGAN STREET",11208,929-324-2870,Permitted
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS","737 EAST 6TH STREET",10009,646-438-9289,Permitted
"FRIENDS OF REFUGEES OF EASTERN EUROPE - F.R.E.E.","2901 BRIGHTON 6 STREET",11235,718-368-4490,Permitted
"FRIENDS PRESCHOOL &amp; DAY CARE","610 BLOOMINGDALE ROAD",10309,718-984-5194,Permitted
"FT. GEORGE HEAD START  CENTER 1","1525 ST NICHOLAS AVENUE",10033,212-927-2210,Permitted
"FT. GEORGE HEAD START CENTER  II","601 WEST 186TH  STREET",10033,212-927-2210,Permitted
"FULL GOSPEL CHRISTIAN ACADEMY","836 FRANKLIN AVENUE",11225,718-774-2121,Permitted
"FUTURE LEADERS CENTER INC","133-13 ROCKAWAY BOULEVARD",11420,718-529-8127,Permitted
"FUTURE STARS DAY CARE","5410 AVENUE N",11234,917-974-2751,Permitted
"FUTURE STARS DAY CARE CENTER.","1196 NOSTRAND AVENUE",11225,718-778-8966,Permitted
"G S U C  CHILD DEVELOPMENT AND LEARNING CENTER","365 5 AVENUE",10016,212-817-7032,Permitted
"GAN DAY CARE CENTER","4206-10 15 AVENUE",11219,718-435-2812,Permitted
"GAN EDEN  PRESCHOOL","131 WEST 86 STREET",10024,212-579-3096,"Expired-In Renewal"
"GAN EDEN PRE-SCHOOL","78-15 PARSONS BOULEVARD",11366,718-591-0783,Permitted
"GAN JEWISH DAY CARE CENTER","2901 CAMPUS ROAD",11210,718-338-7575,Permitted
"GAN MIRIAM EARLY LEARNING CENTER","3700 INDEPENDENCE AVE",10463,718-543-2553,Permitted
"GARDEN HOUSE SCHOOL CHILD CARE CENTER","39 EAST 63RD STREET",10065,212-421-5095,"Expired-In Renewal"
"GARDEN HOUSE SCHOOL OF NEW YORK (PRE-SCHOOL)","40 SUTTON PLACE",10022,212-421-3282,"Expired-In Renewal"
"GARDEN OF KNOWLEDGE DAY CARE &amp; LEARNING CENTER","1657 NOSTRAND AVENUE",11226,718-469-2229,Permitted
"GARDEN OF LEARNING DAY CARE","834 PROSPECT PLACE",11216,718-778-0996,Permitted
"GARDEN SCHOOL","33-16 79 STREET",11372,718-335-6363,"Expired-In Renewal"
"GARMENT INDUSTRY DAY CARE CENTER","115 CHRYSTIE STREET",10002,212-219-2286,Permitted
"GENERATION 21","6709 19 AVENUE",11204,718-621-9321,Permitted
"GENERATION 21 INFANT/TODDLER","6709 19TH AVENUE",11204,718-621-9321,Permitted
"GEORGIA L. MC MURRAY BATKIDS CENTER","140 58TH STREET",11220,718-567-0818,Permitted
"GET SET  KINDERGARTEN SCHOOL- AVENUE D","4411 AVENUE D",11203,718-451-5378,Permitted
"GET SET KINDERGARTEN - CORTELYOU PRESCHOOL","1919 CORTELYOU ROAD",11226,718-856-4646,Permitted
"GET SET KINDERGARTEN SCHOOL","623 LINDEN BOULEVARD",11203,718-774-2325,Permitted
"GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT","4411 AVENUE D",11203,718-451-5378,Permitted
"GET SET KINDERGARTEN SCHOOL-","2301 SNYDER AVENUE",11226,718-469-0135,Permitted
"GET SET KINDERGARTEN SCHOOL- PRESCHOOL (SNYDER)","2301 SNYDER AVENUE",11226,718-469-0135,Permitted
"GET SET KINDERGARTEN SCHOOL- PRESCHOOL- (LINDEN)","623 LINDEN BOULEVARD",11203,718-774-2325,Permitted
"GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU","1919 CORTELYOU ROAD",11226,718-856-4646,Permitted
"GIL-BLU NURSERY AND KINDERGARTEN","120-02 MERRICK BOULEVARD",11434,718-723-8454,Permitted
"GLORIOUS &amp; GIFTED EARLY CHILDHOOD CENTER","421 THROOP AVENUE",11221,347-620-4316,Permitted
"GNOMIKI DAY CARE","2221 OCEAN AVENUE",11229,718-336-0249,Permitted
"GODDARD RIVERSIDE DAY CARE CENTER","114 WEST 91 STREET",10024,212-873-6865,"Expired-In Renewal"
"GODDARD RIVERSIDE HEAD START","70 WEST 95 STREET",10025,212-749-2133,Permitted
"GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET","26 WEST 84TH STREET",10024,212-799-2369,Permitted
"GOLD MATERIAL MONTESSORI SCHOOL","105  KINGS HIGHWAY",11214,718-253-2552,Permitted
"GOLD MATERIAL MONTESSORI SCHOOL","41 AVENUE B",10009,212-545-0061,Permitted
"GOLD MATERIAL MONTESSORI SCHOOL","484 SECOND AVE.",10016,212-545-0061,"Expired-In Renewal"
"GOLDEN DAISIES PREP","2307 AVENUE D",11226,718-469-7530,Permitted
